SongNumber;SongID;AlbumID;AlbumName;ArtistID;ArtistName;Title;Year
1336;b'SOAJUIE12A6D4FAC25';43181;b'Free - Live At The BBC';b'ARC70XM1187FB4D5B0';b'Free';b'Broad Daylight - The BBC Sessions [Top Gear 17/3/69]';0
1337;b'SOJZZJS12A8C1388F4';153684;b'Shi Shang Zui Qiang Man Hua Wang Da Luan Dou';b'AR8QHU51187B9A3341';b'Leo Ku';b'Shi Shang Zui Qiang Man Hua Wang Da Luan Dou';0
1338;b'SOXYHAQ12A8C139A64';98599;"bLet's Make Christmas Every Day""""";b'AR7537T1187B98FF59';b'Frankie Randall';b'Rudolph The Red Nosed Reindeer';0
1339;b'SOFTQOA12A8C141EF8';759814;b'Little Man';b'AR12EOE1187FB3AE26';b'The Pineapple Thief';b'Snowdrops';2006
1340;b'SOFRWMT12A8C13604E';287381;b'Buddy Jewell';b'ARASJQK1187FB5B9D1';b'Buddy Jewell';b'Sweet Southern Comfort';2003
1341;b'SOZEDYL12A6D4F6A73';83547;b'Mis Boleros';b'ARHFEBO11F50C4825A';b'Flor Silvestre';b'Luna De Octubre';0
1342;b'SOCARBC12A58A7BEA3';408971;b'Kings of Zion Part III';b'ARNZPLV1187FB3DF5D';b'Capleton';b'Say Yeah';2005
1343;b'SODBIWB12AB018705E';718975;b'Closer to God';b'ARAVEKH1269FCD294D';b'Demonbreed';b'Hell Will Reign';0
1344;b'SOJXYFD12A8C143701';610331;b'The Road From Connemara';b'AR5J8N51187FB54ED9';b'Joe Heaney';"bThe Ferocious O' Flahertys""""";0
1345;b'SOIZTGE12AB018096F';509572;b'Colores Santos';b'AR189B91187B9B8D9C';b'Cerati-Melero';b'Marea De Venus';0
1346;b'SODOGGH12A6D4F7916';22942;b'Mambo';b'ARXTUHV1187B99268F';b'Remmy Ongala';b'I Want To Go Home';0
1347;b'SOWGPEW12AB0182FEF';515096;b'L.A. Explosion';b'ARBTNN91187B9ADD5D';b'The Last';b'Century City Rag';1979
1348;b'SORULTV12A8AE45994';236135;b'Magic';b'ARD3ICK1187B9A56C9';b'Jimmy Riley';b'Life';0
1349;b'SOSBUAO12A8C132DE4';197174;b'World Upside Down';b'ARR8B8W1187B9AE0B4';b'House Of Lords';b'Rock Bottom';2006
1350;b'SOVMKKT12A58A7F0CC';809;b'100% Colombian';b'ARCLFWR1187B9AE7B2';"bFun Lovin' Criminals""""";b'Love Unlimited (Explicit)';1998
1351;b'SOFGRFP12AC392B630';822460;b'An Era Reborn';b'AR1BA6K1187B9A5656';"bHelen O'Connell""""";b'The Sweetest Sounds';0
1352;b'SOSNQLH12A8C132485';142115;b'Turbocharger';b'ARPGPI81187B98AEEA';b'Chaotica';b'Turbocharger';0
1353;b'SOEJGDS12A8C13875E';95073;b'Songs of the US Army';b'ARCVMYS12454A51E6E';"bThe Sun Harbor's Chorus-Documentary Recordings""""";b'America the Beautiful';0
1354;b'SODEQMC12AB018807F';577389;b'The Never Ending Why';b'AR6892W1187B9AC71B';b'Placebo';b'Hardly Wait';2009
1355;b'SOSZLHY12A6D4F5CCC';85254;b'Honge Na Juda Hum';b'ARNIO6W1187FB37297';b'DCS';b'Tu Hi Tu Sada';0
1356;b'SOBVAPJ12AB018739D';580801;b'The Resistance';b'ARR3ONV1187B9A2F59';b'Muse';b'Exogenesis: Symphony Part 1 [Overture]';0
1357;b'SORWDCM12A6D4FC397';622906;b'The Mix (2009 Digital Remaster)';b'AR1ZKBE1187FB53629';b'Kraftwerk';b'Computer Love (2009 Digital Remaster)';0
1358;b'SOBIAEZ12A8AE484C8';185777;b'Strictly The Best Vol. 18';b'ARHINI31187B995C1D';b'Singing Melody';b'Someone To Hold';0
1359;b'SOCMKXW12AB0187C9C';505846;b'Voice From Home';b'AR2S4CA1187B99632E';b'FFH';b'Great Big Problem';2005
1360;b'SOFNTFC12AB0184512';550682;"bWhen All God's Singers Get Home""""";b'ARBB58Y1187B9B621B';b'Bill & Gloria Gaither';b'He Will Lead His Children Home';0
1361;b'SOVTGRO12AC4686C43';742306;b'Willie Clancy The Gold Ring';b'ARXZP9T1187FB4565D';b'Willie Clancy';b'Air: My Lagan Love';0
1362;b'SORSFTZ12A8C1391C5';205383;b'Punk In Drublic';b'AR06EB01187FB40150';b'NOFX';b'My Heart Is Yearning';1994
1363;b'SOGGMKI12AB017E625';532311;b'Empty The Bones Of You';b'AR5GMAV1187FB3A8F5';b'Chris Clark';b'Tyre';0
1364;b'SOCAEYG12AB01849C0';559863;b'Carnival Of Chaos';b'ARO3SS31187FB3729C';b'GWAR';"bLet's Blame The Lightman""""";1997
1365;b'SOAUNYK12AB01860D9';462216;b'Guerreros De La Luz';b'ARRXPRY1187B9A8B34';b'Gran Coquivacoa';b'Son Sabroso';0
1366;b'SOWMQTJ12AB0184323';497107;b'Tri-polar (Edited)';b'AR190KO1187B9905EC';b'Sick Puppies';b'Master Of The Universe';2009
1367;b'SOOIXCN12A6D4F77B2';76746;b'Gary Nichols';b'ARUMR3G1187B9B2B09';b'Gary Nichols';b'Paper Doll';0
1368;b'SOKLSGP12A8C13A2FD';108341;b'Das Telefon Sagt Du';b'ARGR98V1187FB3A1B9';b'Andreas Dorau';b'Das Telefon sagt Du';1994
1369;b'SONOXGB12A81C218C8';500871;b'Lo Mejor De Gabinete Caligari';b'ARQGNEN1187FB4494C';b'Gabinete Caligari';b'Viaje Al Averno';1991
1370;b'SOCUGVI12AC468B002';778010;b'Nanny McPhee & The Big Bang';b'ARSZIBW1187B994053';b'James Newton Howard';"bThe Burp Heard 'Round The World""""";2010
1371;b'SOELRRQ12AB0188C34';775002;b'Genius + Soul = Jazz';b'AR20CFC1187B98A25D';b'Ray Charles';"bLet's Go""""";0
1372;b'SODGSCA12A8C13F157';218944;b'Sacred Cow';b'AR26XQ61187FB36CF3';b'Geggy Tah';b'Gina';1996
1373;b'SOAKCYS12AB01852C7';503547;b'Sedona Suite';b'AR7CCS31187B98C531';b'Tom Barabas';b'Sedona Suite (Sunrise/Prayer/Joy/Sunset)';1992
1374;b'SODZMUH12AB01838CD';512226;b'El Sat\xc3\xa1nico Dr. Cadillac';b'ARL3VGT1187FB40E8E';b'Los Fabulosos Cadillacs';b'El Mensaje Soy Yo';1989
1375;b'SOWESWN12AB01899E1';363752;b'Gold';b'AR88F5X1187FB3EA17';b'Loretta Lynn';"bI Can't Feel You Anymore""""";1994
1376;b'SOGTROT12A67020FF3';8759;"bI'm Gonna Be Dead Someday""""";b'ARKQN8X1187B99221C';b'Joe Rogan';"b'Not Homophobic/The Word Is Cock"" (Spoken Word) (Album Version)'""";2000
1377;b'SORJCKM12A8C1410BC';610224;b'Mista';b'ARX99U51187B991481';b'Mista';"bI'll Sweat You (LP Version)""""";0
1378;b'SOIXLJG12AB018508A';709438;b'Stings of Conscience';b'AR6G6G01187B9B1637';b'Unearth';b'Fuel the Fire';2001
1379;b'SOLOYFG12A8C133391';114412;b'Top Ranking Reggae - Bob Marley - Soul Almighty';b'ARAZCWP129462A97F1';b'Bob Marley';b'Memphis';1999
1380;b'SOEIRMZ12AB01864F8';342538;b'Things That Last Forever';b'ARZKFR51187B9AF51B';b'Brian Free & Assurance';b'Emmaus';0
1381;b'SOLPJQA12A6D4F87A0';28491;b'The Master Plan';b'ARJXZX41187B9B6A43';b'Dream Warriors';b'Sound Clash';1996
1382;b'SOSDCBC12A58A77A79';637374;b'His Majesty Is Coming';b'AR0BLA51187FB4E6CD';b'The In Crowd / Jah Stitch';b'Baby My Love';0
1383;b'SOIEAJT12A8AE458EC';437395;b'How To Save A Life';b'AR4EQ231187B99368F';b'The Fray';b'Vienna';2002
1384;b'SOPHMCZ12A81C21C54';275522;b'EMI Comedy - Groucho Marx';b'AR7QAHN1187FB35F8B';b'Groucho Marx';b'Selling Jolson A Baseball Team';0
1385;b'SODTDTD12A6D4F7D7B';35149;b'2 Em 1';b'AR4EVIX1187B993DE9';b'Alceu Valen\xc3\xa7a';b'Sete Desejos';1992
1386;b'SOJVTQT12A8C13B86D';296716;b'Skeeter Davis: RCA Country Legend';b'ARDY3451187B9A0226';b'Skeeter Davis';b'He Says The Same Things To Me';0
1387;b'SOMTCUG12AB018D478';585414;b'Mamborama';b'AR02IU11187FB513F2';b'Tito Puente';b'Mambo Suavecito';1993
1388;b'SOXJPDJ12AC4689AE4';780781;b'Hoy Es Hoy';b'ARJ3VRY1187B9A3058';b'Memphis La Blusera';b'Hoy Es Hoy';0
1389;b'SOZRSKM12AB01881E6';562662;b'De beste liedjes';b'ARXLX5L1187FB47BED';b'Crazy Horse';b'E se tu lontana sei';2006
1390;b'SOZBWGI12AB017D445';331317;b'The End Of The World';b'ARDY3451187B9A0226';b'Skeeter Davis';b'Foggy Mountain Top';1963
1391;b'SOOXCKQ12AB0184FBC';326331;b'One Block Radius';b'AR4BSBD1187B9ACD3A';b'One Block Radius';b'All On Our Own';2008
1392;b'SOMFGBQ12A582917CD';230970;b'American Indian Ceremonial & War Dances';b'ARWXMEP1241B9CD7CE';b'Various Indian Tribes';b'Mountain By The Sea (Tribe Unknown)';0
1393;b'SOOWPWH12A8C13649B';152889;b'Loud';b'ARCYE581187B9A1482';b'Timo Maas';b'Bad Days';2001
1394;b'SOCHXGO12A6D4F918E';41797;b'2 Em 1 (Dois Em Um)';b'ARV6QHT1187FB5537A';b'Nana Caymmi';b'Nossa Dan\xc3\xa7a';0
1395;b'SOKYSHY12A8C13EA99';216702;b'Virtual Leisure';b'AR1Y0N71187FB43209';b'Anat Ben David';b'Moon Boom';0
1396;b'SOFVPZU12AF729CC83';599035;b'Humpty Dumpty LSD';b'ARPQ4Z01187FB3A736';b'Butthole Surfers';b'All Day';1987
1397;b'SOIBLAH12AB018B3BA';596461;b'Kona Gold';b'ARO5P0H1187FB5BAD7';b'Pepper';b'Stormtrooper (Live)';2009
1398;b'SOVDKIH12AB0187301';799348;b'Cosa de Hombres';b'ARJ3VRY1187B9A3058';b'Memphis La Blusera';b'La Revoluci\xc3\xb3n';1995
1399;b'SODLKUO12A8C13CA35';350902;b'12 x 5';b'ARFCUN31187B9AD578';b'The Rolling Stones';b'Time Is On My Side';1964
1400;b'SOCTMWO12AB018563C';501877;b'We Will Glorify (Premiere Performance Plus Track)';b'ARUTS6Y1187FB5BDAB';b'Twila Paris';b'We Will Glorify (Key-B-Db-Premiere Performance Plus)';0
1401;b'SOIXNYE12A8C1366F2';153344;b'Collection: B. Carlisle';b'ARTCO131187B9B9ADB';b'Bob Carlisle';b'Man Of No Reputation';1994
1402;b'SOJRGAN12A8C1339B6';283635;b'Stagepass';b'ARI648V1187B9B5379';b'The Michael Stanley Band';b'Waste A Little Time On Me';1975
1403;b'SOPZKAF12A8C140A6A';172858;b'Babies Go To Sleep';b'ARY1P2B1187B9B78F5';b'Mariano Yanani';b'Air_ Siote No. 3 (J.S. Bach)';0
1404;b'SOOPTTP12A8C134AA6';720452;b'All By Myself';b'ARESVFD1187FB522E6';b'Rikk Agnew';b'Everyday';1982
1405;b'SOXVSTI12A6310ECC7';15516;b'Encore';b'ARTH9041187FB43E1F';b'Eminem';b'Ricky Ticky Toc';2004
1406;b'SOMNMLC12A8C144272';475847;b'Gal Sun Ja';b'ARH4N0N1187FB3E1F1';b'Malkit Singh';b'Mana Laina Chahida';0
1407;b'SOIEXWD12A8C14314E';318959;b'Here At The Mayflower';b'ARVZDOM1187B9B49C9';b'Barry Manilow';b'Come Monday';0
1408;b'SOUYBKO12AB018735E';586019;b'Directo en tus manos';b'ARZBOES1187FB40178';b'Carlos Baute';b'Angelito (Directo 09)';0
1409;b'SOPJEXC12A6D4FB529';225440;b'Hung Like A Fly';b'ARPB4TX1187B98DDEA';b'Marga Gomez';b'Hot Dental Supplies';0
1410;b'SOQTVUL12A6D4F8F04';56996;b'The Projected Passion Revue';b'AR8CT8U1187FB4D803';b'Dexys Midnight Runners';b'Until I Believe In My Soul';1982
1411;b'SOQTFNY12A8AE47D3F';553563;b'Live 98 En Passant';b'AR7GOK91187FB455F5';b'Jean-Jacques Goldman';b'L\xc3\xa0-Bas';1991
1412;b'SOJADBN12A6D4FD5F2';422320;b'Super Discount';b'ARLBNAC1187FB47151';b'Etienne de Cr\xc3\xa9cy\xc2\xa0';b'D\xc3\xa9stockage massif (with Alex Gopher)';0
1413;b'SOGKMGI12AB018B11C';582290;b'Dj Revolution Present Class Of 86';b'ARE815V1187B998A43';b'T-la Rock';b'Back To Burn';2001
1414;b'SOULMYP12A8C143D8B';313166;b'Tillbaka Till Samtiden';b'AR1SQSG1187B9AC782';b'Kent';b'Ingenting';0
1415;b'SOQJQUF12AB0184B38';331266;b'Themes';b'ARA1EK21187B9A2FB7';b'Silent Stream Of Godless Elegy';b'Theme III';2000
1416;b'SOAABSU12A81C1FB9E';230893;b'Introducing&';b'ARVUVRE12420780B0B';b'Stiff Meat';b'Lonely';0
1417;b'SOHBEDZ12A8C14021D';522538;b'Solo Lo Nuestro - 20 Exitos';b'ARKRRTF1187B9984DA';b'Sonora Santanera';b'Estoy Pensando En T\xc3\xad';2003
1418;b'SOJPZOO12AC90718EE';602304;b'Dogma';b'ARDGALJ1187FB55592';b'Asterisk*';b'Iron-head: Palestine';0
1419;b'SOIDJZY12A6701DEF7';669655;b'Blues';b'ARNDL191187FB51583';b'Jimi Hendrix';b'Voodoo Chile Blues';1994
1420;b'SOSMRWG12A58A7EA03';249417;"bDr. Elmo's Twisted Christmas""""";b'AR45KNL1187B992E53';b'Dr. Elmo';"bGrandma's Spending Christmas with the Superstars""""";0
1421;b'SOLHQLA12A58A7653B';226889;b'Exception To The Rule';b'ARV57NY1187FB3C1DC';b'Tommy Castro';"bSho' Enough""""";1996
1422;b'SOCWHIU12AB01872DA';421963;"bCroc' noces""""";b'ARVEJ9M1187FB4DC44';b'Les Ogres De Barback';"bL'education du corps des porcs""""";2001
1423;b'SOPHKMV12A6D4F92BC';126115;b'YOUR WORLD IS BURNING';b'ARZM53A1187B9A1AE7';b'Panzer AG';b'WHEN I AM YOU';2006
1424;b'SOOMWCA12AB01834ED';662656;b'The Final Chapter';b'ARDQO721187FB3C6D9';b'Rodney O & Joe Cooley';"bMurda'""""";0
1425;b'SOVZXBP12A8C1366A1';100101;b'Gus Cannon Vol. 1 (1927 - 1928)';b'AR7G0NH1187FB42E47';b'Gus Cannon';b'Big Railroad Blues';0
1426;b'SOKLETG12A58A7D0BF';57035;b'The Second Album + The First Rehearsal Tapes';b'AR1Y37Q1187B9B66D2';b'Suicide';b'Do It Nice';1999
1427;b'SOCQXMW12A58A7E63F';1224;b'Strange Cargo III';b'ARZS5VW1187FB567E8';b'William Orbit';b'The Monkey King';1993
1428;b'SOTESSB12AB017F56D';327478;b'Steady On';b'ARGNLJL1187B9AB503';b'Point Of Grace';b'Amazing (LP Version)';1998
1429;b'SOGCDYR12AC961854A';785446;b'You And Your Heart';b'ARC8CQZ1187B98DECA';b'Jack Johnson';b'You And Your Heart';2010
1430;b'SOMCQZY12A8C136BBF';290701;b'This Is Love';b'AR0BV7E1187FB386C1';b'Lee Ritenour';b'Can You Feel It?';1998
1431;b'SOBHGGX12A8AE45557';278560;b'Seasons';b'ARGFVP41187B99296B';b'Max Melvin';b'Someday';0
1432;b'SONGLFT12AB0189B1E';800483;b'Pinkboy Presents TPC';b'ARPZPET1252CCF9386';b'Plagia';b'Floripa';0
1433;b'SOMUULD12A6D4FBB30';177206;b'Rio';b'AR1LQNB1187B9A6AE5';b'La Portuaria';b'Hasta El Final';2005
1434;b'SONGJCH12A8C140C32';351182;b'The Very Best of Relaxing Classics';b'ARUCJQF1187B9A0A57';b'Hollywood Bowl Orchestra / John Mauceri';b'John Dunbar Theme [Dances with Wolves]';0
1435;b'SOYDWJC12AB017D699';624496;b'Herzen mit Koffer';b'ARGLRBB12472CE2CFF';b'Rainer Bielfeldt';b'Gewisse Leute';0
1436;b'SOOUQMH12A58A7C633';599190;"bSlidin' On The Frets: The Hawaiian Steel Guitar Phenomenon""""";b'ARPJNT81187B98AD36';b'Sylvester Weaver';b'Guitar Rag';1997
1437;b'SOHOPAT12A8C1436AC';428521;b'Approaching Normal';b'ARDQ62L1187FB56FF0';b'Blue October';b'My Never';2009
1438;b'SOCKZDX12A58A7B950';673155;b'Under The Big Black Sun';b'ARS2KW51187B9B556E';b'X';b'Motel Room In My Bed (LP Version)';0
1439;b'SOJEZUU12AB018B8C5';763904;b'Valleys Of Neptune';b'ARNDL191187FB51583';b'Jimi Hendrix';b'Fire';1969
1440;b'SOROJYG12AB0182217';423728;b'Kino';b'ARIXB7T1187B9AB215';b'Intars Busulis';b'???????';0
1441;b'SOUEEDA12AC3DF474F';775675;b'Greatest Features';b'AR9788H1187B9A05D1';b'Jedi Mind Tricks';b'Brute Force II';0
1442;b'SONJHTY12AB017FCE6';533363;b'Pendulum';b'ARFNJ4O1187B9A204B';b'Broadcast';b'One Hour Empire';2003
1443;b'SOUWIHB12AB0182455';639537;b'Down By The River';b'ARON0YP1187FB4B465';b'Fiona';b'No More Lonely Nights';0
1444;b'SOKOPOR12AB0184FED';505410;b'Black Ark EP';b'ARM8BKO1187FB3AD47';b'Carl Crack';b'Dogon';1998
1445;b'SOQTUQJ12A8C144F36';430799;b'Les autres';b'ARABS971187B9A8509';"bFrance D'Amour""""";b'Ma soeur';0
1446;b'SOFMMKA12A58A7CBF5';653590;b'Brother Bear Original Soundtrack (English Version)';b'AR9W3X91187FB3994C';b'Phil Collins';b'Welcome';2003
1447;b'SOXFAJU12A8C131CEC';282364;b'Starchild';b'ARMIMHT1187B98F038';b'Teena Marie';b'Light';1984
1448;b'SOKUGPJ12A58A7FD8D';368796;b'Never Wanted to Dance (Live In London)';b'AROKDJ41187B9A7700';b'Mindless Self Indulgence';b'Never Wanted to Dance (Live In London)';0
1449;b'SOOSGYY12A8135690B';129224;b'Pure Genius: The Complete Atlantic Recordings 1952-1960';b'AR20CFC1187B98A25D';b'Ray Charles';b'Losing Hand & Dialog #3 (w/reverb) (Rehearsal Session with Ahmet Ertegun_ 1953)';0
1450;b'SONNOZT12A6D4FC2EE';175294;b'Jazz From A To B';b'ARCLCFS1187B9AE476';b'Laurindo Almeida';b'Pega Joso';0
1451;b'SOESZEO12AB017F908';347757;b'Pieni Maailma';b'ARLRHRM11E2835E415';b'Mandi';b'Pieni Maailma';1998
1452;b'SOAQHHC12A8C139869';298847;b'Clear';b'ARVKT151187B9A181D';b'The Color Red';b'Cleansing';0
1453;b'SOJUNOI12A8C137A33';98397;b'The North Side Benches';b'ARXRVY51187B99E98E';b'Jim Bryson';b'Somewhere Else';0
1454;b'SOXMPXX12AB01891E3';580087;b'Irrevers\xc3\xadveis';b'ARIMYEU12086C1536B';b'Irrevers\xc3\xadveis';b'Os Dois Irrevers\xc3\xadveis';0
1455;b'SOYXZAY12A8C1406D1';260755;b'Synthesizer';b'ARGY9FW1187B991C7D';b'Information Society';b'More to This';2007
1456;b'SOQMMMQ12AB0181202';448416;"bBobby's Girl - The Complete Seville Recordings""""";b'ARRBINW1187B98AE6D';b'Marcie Blane';b'Ragtime Sound';0
1457;b'SOXGJST12A8C1406F6';219093;b'Future Shock';b'ARNMWP51187FB3E963';b'Curtis Mayfield';b'This Year (ReMastered)';2006
1458;b'SOOHVCV12AB0181E5D';463184;b'Look At  You Now';b'ARTHKHA1187FB3996A';b'PMD';b'The Awakening (Clean)';0
1459;b'SORZRPC12A8C13A1B1';98200;b'20 Melodies pour rever_ Volume 3';b'ARG719Z1187FB551FC';b'Alain Morisod';b'Besame Mucho';0
1460;b'SOFCZKJ12A6D4F5BF0';22484;b'Hang On To Your Resistance (The Early Years)';b'ARY1VGA1187FB5A39E';b'Tom Cochrane';"bWhat's In You?""""";0
1461;b'SOZCYVH12A8C13EB54';262149;b'FANtastic Christmas';b'ARTF2KG1187B98DDD1';b'Gold City';b'It Came Upon The Midnight Clear';1994
1462;b'SOBKIMB12A8C136DE9';295350;b'Foo Fighters';b'AR6XPWV1187B9ADAEB';b'Foo Fighters';b'X-Static';1995
1463;b'SOSGXII12A67020363';8539;"bSometimes You Can't Make It On Your Own""""";b'ARUJ5A41187FB3F5F1';b'U2';b'Vertigo';2004
1464;b'SOSBROL12AB0183CD0';490242;b'You Win  Again';b'AR059HI1187B9A14D7';b'Roy Drusky';b'Country Rose';0
1465;b'SOSYNKD12A6D4F6655';77126;b'Safizam';b'ARZI4B31187B991125';b'SAF';b'Skopska situacija';0
1466;b'SOMHQKT12A6D4FAE5D';555129;b'Love Junk';b'ARFK98R1187B9B0552';b'Pursuit Of Happiness';b'Hard To Laugh';1988
1467;b'SOQIJPO12A8C13E369';218110;b'Bardo';b'ARGAWJY11F50C50904';b'Jane Winther';b'Deep Voices';0
1468;b'SOBVXQL12A6D4F7FC0';327332;b'As Cruel As School Children';b'ARGMGHN1187B9B4213';b'Gym Class Heroes';b'New Friend Request (Amended Version)';2006
1469;b'SOUGKGL12A58A7BA58';504423;b'Discograf\xc3\xada Completa 1994-2000';b'ARBGJLS11F4C83D4B9';b'Xmilk';b'Why';0
1470;b'SOBUAFP12A6D4F9934';49859;b'Gift Grub 7';b'AROIHOI122988FEB8E';b'Mario Rosenstock';b'Smoke';0
1471;b'SONSWDF12A8C133D57';141264;b'Breakfast With Jape Squad';b'ARUBJTR1241B9CB16D';b'Jape Squad';b'Bus Monkeys';0
1472;b'SOLPZLH12A6D4F9D12';559;b'The Good_ The Bad_ The Ugly';b'AR7V0DI1187FB524DE';b'Frankee';b'Gotta Man';2004
1473;b'SOANUHW12A8C137587';98027;b'A Few Things To Hear Before We All Blow Up';b'ARAFRFP1187FB4230B';b'Williamson';"bTime You'll Never Get Back""""";2003
1474;b'SOMORCS12A58A7E211';129313;b'Soulcrusher';b'ART703V1187FB4FD63';b'Operator';b'Soulcrusher (Amended Album Version)';0
1475;b'SODXJGJ12A6D4F9E5D';65428;b'1970: The Complete Fun House Sessions';b'ARLR9U31187B9A71AD';b'The Stooges';b'T.V. Eye (Take 3)';1999
1476;b'SOIHKKW12AB0186CB7';569433;b'Early Works for Me If It Works for You II';b'ARDL38Z1187B9B9FB5';b'Dntel';b'A Machine and a Memory Keeps You Alive';0
1477;b'SOSWXBF12A58A78B99';185934;b'Count The Cost';b'ARU2JAB1187FB50C72';b'David Meece';b'Some People They Never Believe (LP Version)';0
1478;b'SOFMNYQ12AC468D899';782401;b'The Harvey Averne Dozen';b'AR449OQ1187B99B25E';b'Harvey Averne';"bWhy Can't We Really Be Free""""";0
1479;b'SOKAMAI12AB01852F5';345122;b'Reggae Max';b'ARUBX2Y1187B99CD25';b'Tyrone Taylor';b'Members Only';0
1480;b'SOQVCQK12A6D4FD32F';125738;b'Welcome To Tokyo';b'AR22R8A1187FB46B9E';b'Shanadoo';b'King Kong';2006
1481;b'SOLOJYI12A8C13C49E';217883;b'Operaatio Jalokivimeri';b'AR22KLC1187B98E812';b'Kaija Koo';b'Savu h\xc3\xa4lvenee';1998
1482;b'SODZIBG12A8C13F4F3';216969;b'Shut Your Eyes';b'ARVN9FZ1187FB393F1';b'Snow Patrol';b'Chasing Cars';2006
1483;b'SOZYFSB12A8C1393CF';255383;b'Somewhere';b'AR0JEOI1187B98B918';b'Erik Berglund';b'All I Ask Of You';0
1484;b'SOTSXZM12A8AE47061';139457;b'Millennium-Tanzparty';b'ARZWBH21187B99ACE1';b'G\xc3\xbcnter Noris';b'Tigerauge Rock';0
1485;b'SOYGEQE12AF729A51E';734257;b'The Butterfly Effect';b'AR4C6V01187FB3BAF4';b'Moonspell';b'Tired';1999
1486;b'SOEBDOO12AB01868CA';500537;"bIt's About Time!""""";b'ARAVS1S1187FB4C519';b'Chico Hamilton';b'Autumn In New York';0
1487;b'SOMIPLK12AB017C7B2';639527;b'Nattf\xc3\xb6dd';b'ARB5TJM1187B9A71FD';b'Finntroll';b'Grottans Barn';2004
1488;b'SOSDYXX12AB017AD6B';386879;b'King Of Rock';b'ARX9YIP1187B98A656';b'RUN-DMC';b'King Of Rock';1985
1489;b'SOBWLUO12A58A7DF7E';540837;b'Rhythm Formula: Volume Three - Discovery';b'ARJJGI41187B99C19B';b'Andr\xc3\xa9a';"bIt's Not Whatcha Got (Fondling Club Mix)""""";0
1490;b'SOHRKRG12A6310F103';209869;b'Covers';b'AR6892W1187B9AC71B';b'Placebo';b'Where Is My Mind (XFM Live Version)';2003
1491;b'SOICNXT12A8BEE958B';139188;b'Bigger Than America';b'AR5MK521187B98E0B8';b'Heaven 17';b'Resurrection Man';1996
1492;b'SOVCWYN12AB0181888';508264;b'Lift';b'ARY8UIR1187B999BFB';b'Azukx';b'Lift (Joi Blarneyformasian)';0
1493;b'SOGMESY12A67020F25';9856;b'Lullabies To Paralyze';b'AR6G4V01187B9AD086';b'Queens Of The Stone Age';b'This Lullaby';2005
1494;b'SOKSIRH12AB017FDCB';510115;b'Indianola';b'ARSBB7P1187B989690';b'Steve Azar';b'Indianola';0
1495;b'SOKLWWG12AB018A824';468309;b'Chris Farlowe Selected Hits';b'ARTXS851187FB411C7';b'Chris Farlowe';b'Paperman_ Fly In The Sky - Original';0
1496;b'SOAZSIZ12AB018AF81';706005;b'A Match & Some Gasoline';b'ARWYVP51187B98C516';b'The Suicide Machines';b'Your Silence';2003
1497;b'SOVFVSB12A8C1384CC';251441;b'Charanga After Hours';b'ARUT60Q1187B9B90E9';b'Orquesta Broadway';b'El Termometro';0
1498;b'SONWYRE12AB0181366';534155;b'Let Life Flow';b'AR4W9EZ1187B99282A';b'Kenny Neal';b'Since I Met You Baby';0
1499;b'SOJUORK12A8C143BE5';612251;b'Purity Accuracy';b'ARB336A1187B9A4583';b'MC5';b'Looking At You (Cody High School)';0
1500;b'SOUSNTL12A6D4F7CE9';23251;b'Majurugenta';b'ARFK45R1187B989AA7';b'Ghorwane';b'Matarlatanta';1993
1501;b'SOSAIYU12AB01859D8';632887;b'Ladies Night';b'ARKJ8Y91187B9B551E';b'Nichols';b'Dirty tarraxa 2 (feat. Neuza)';0
1502;b'SOHQLJI12A6D4F76F7';19603;b'Man';b'AR2J2WF1187FB46271';b'Francis Dunnery';b'The Ava Song';2001
1503;b'SODRLXB12AB017B14B';533274;b'In\xc3\xa9dits 68-97';b'ARW63KF1187B98AC48';b'Julien Clerc';"bComme Si C'\xc3\xa9tait Doux""""";0
1504;b'SOBZOHA12A8C135417';197289;b'Mussolini Ultimo Atto';b'ART3KT21187FB450DC';b'Ennio Morricone';b'S.O.S.la Fine (Reprise 2';0
1505;b'SOSQYCZ12AF72A1A14';454183;b'Enter The Vaselines';b'ARK24KH1187B9B6B93';b'Vaselines';b'Teenage Superstars (Album)';0
1506;b'SOIKXDG12A8C13E7E1';240748;b'La Mujer De Mi Hermano: Music Inspired by the Film';b'ARSTXTP1187B99BD43';b'Beto Cuevas';b'Mentira';0
1507;b'SOIXMRD12AC468E1EB';791485;b'Primavera';b'ARTFDBX1269FB34CA4';b'Catia Werneck';b'Himalaya Dreams';0
1508;b'SOHTGJW12A58A7D7D3';265245;b'In Sorte Diaboli (Deluxe)';b'ARLSF8H1187B9A76B0';b'Dimmu Borgir';b'The Fundamental Alienation';2007
1509;b'SOAKCVK12A67020429';9038;b'On';b'AR4IYQR1187B98F8F3';b'Off Broadway';b'Bully Bully (LP Version)';1979
1510;b'SOBPYWO12A8C133A1A';143822;b'Homecoming Hymns';b'ARBB58Y1187B9B621B';b'Bill & Gloria Gaither';b'Holy Ground (Homecoming Hymns Version)';0
1511;b'SOBMCVB12A8C1385CB';702269;b'O Gigante Da Floresta';b'AR1PQYO1187B98BEC9';b'H\xc3\xa9lio Ziskind';b'Era um dia desses';0
